year,from_country_id,to_country_id,fixed_effects
1960,CHE,NLD,
1961,CHE,NLD,
1962,CHE,NLD,
1963,CHE,NLD,
1964,CHE,NLD,
1965,CHE,NLD,
1966,CHE,NLD,
1967,CHE,NLD,
1968,CHE,NLD,
1969,CHE,NLD,
1970,CHE,NLD,
1971,CHE,NLD,
1972,CHE,NLD,
1973,CHE,NLD,
1974,CHE,NLD,
1975,CHE,NLD,
1976,CHE,NLD,
1977,CHE,NLD,
1978,CHE,NLD,
1979,CHE,NLD,
1980,CHE,NLD,
1981,CHE,NLD,
1982,CHE,NLD,
1983,CHE,NLD,
1984,CHE,NLD,
1986,CHE,NLD,
1987,CHE,NLD,
1988,CHE,NLD,
1989,CHE,NLD,
1990,CHE,NLD,
1992,CHE,NLD,
1993,CHE,NLD,
1994,CHE,NLD,
1996,CHE,NLD,-.0306595771202969
1997,CHE,NLD,-.0482847629178184
1998,CHE,NLD,-.0266535193821873
2000,CHE,NLD,-.0641565982879496
2004,CHE,NLD,-.0453279687494519
2013,CHE,NLD,-.0699416932424731
2014,CHE,NLD,-.0514667516459701
2016,CHE,NLD,-.064109518293293
2017,CHE,NLD,-.0767317923253765
2018,CHE,NLD,-.0641234308184215
2019,CHE,NLD,-.0636555594928958
2021,CHE,NLD,-.066641479569303
2022,CHE,NLD,-.0754925567991596
2025,CHE,NLD,
1957,CHE,FRA,
1958,CHE,FRA,
1959,CHE,FRA,
1960,CHE,FRA,
1961,CHE,FRA,
1962,CHE,FRA,
1963,CHE,FRA,
1964,CHE,FRA,
1965,CHE,FRA,
1966,CHE,FRA,
1967,CHE,FRA,
1968,CHE,FRA,
1969,CHE,FRA,
1970,CHE,FRA,
1971,CHE,FRA,
1972,CHE,FRA,
1973,CHE,FRA,
1975,CHE,FRA,
1976,CHE,FRA,
1977,CHE,FRA,
1978,CHE,FRA,
1979,CHE,FRA,
1980,CHE,FRA,
1981,CHE,FRA,
1983,CHE,FRA,
1984,CHE,FRA,
1985,CHE,FRA,
1986,CHE,FRA,
1987,CHE,FRA,
1988,CHE,FRA,
1989,CHE,FRA,
1990,CHE,FRA,
1991,CHE,FRA,
1992,CHE,FRA,
1993,CHE,FRA,
1994,CHE,FRA,
1996,CHE,FRA,-.1124704592103157
1997,CHE,FRA,-.1300956450078364
1998,CHE,FRA,-.1084644014722061
2000,CHE,FRA,-.1459674803779689
2002,CHE,FRA,-.1262003382661844
2004,CHE,FRA,-.1271388508394704
2005,CHE,FRA,-.1329820766960855
2006,CHE,FRA,-.1220147917916357
2007,CHE,FRA,-.1239768618275732
2008,CHE,FRA,-.1376901309645649
2009,CHE,FRA,-.1321082844746727
2010,CHE,FRA,-.1194620183640221
2011,CHE,FRA,-.1286701539768101
2012,CHE,FRA,-.1568429656054041
2013,CHE,FRA,-.1517525753324916
2014,CHE,FRA,-.1332776337359887
2015,CHE,FRA,-.1383685182852926
2016,CHE,FRA,-.1459204003833113
2017,CHE,FRA,-.1585426744153947
2018,CHE,FRA,-.1459343129084396
2019,CHE,FRA,-.1454664415829141
2021,CHE,FRA,-.148452361659321
2022,CHE,FRA,-.1573034388891782
2023,CHE,FRA,-.1381432193491042
2024,CHE,FRA,-.1245750601805752
2025,CHE,FRA,
2026,CHE,FRA,
1957,CHE,DNK,
1958,CHE,DNK,
1959,CHE,DNK,
1960,CHE,DNK,
1961,CHE,DNK,
1962,CHE,DNK,
1963,CHE,DNK,
1964,CHE,DNK,
1965,CHE,DNK,
1966,CHE,DNK,
1978,CHE,DNK,
1979,CHE,DNK,
1980,CHE,DNK,
1981,CHE,DNK,
1982,CHE,DNK,
1983,CHE,DNK,
1984,CHE,DNK,
1985,CHE,DNK,
1986,CHE,DNK,
1987,CHE,DNK,
1988,CHE,DNK,
1989,CHE,DNK,
1990,CHE,DNK,
1991,CHE,DNK,
1992,CHE,DNK,
1993,CHE,DNK,
1997,CHE,DNK,
2000,CHE,DNK,
2002,CHE,DNK,
2005,CHE,DNK,
2006,CHE,DNK,
2008,CHE,DNK,
2009,CHE,DNK,
2010,CHE,DNK,
2011,CHE,DNK,.0105652406733239
2012,CHE,DNK,-.0176075709552707
2013,CHE,DNK,-.0125171806823581
2014,CHE,DNK,.0059577609141451
2017,CHE,DNK,-.0193072797652611
2018,CHE,DNK,-.0066989182583064
2019,CHE,DNK,-.0062310469327811
2025,CHE,DNK,
2026,CHE,DNK,
1957,CHE,LUX,
1958,CHE,LUX,
1960,CHE,LUX,
1961,CHE,LUX,
1962,CHE,LUX,
1963,CHE,LUX,
1964,CHE,LUX,
1965,CHE,LUX,
1966,CHE,LUX,
1967,CHE,LUX,
1968,CHE,LUX,
1969,CHE,LUX,
1970,CHE,LUX,
1971,CHE,LUX,
1972,CHE,LUX,
1973,CHE,LUX,
1974,CHE,LUX,
1975,CHE,LUX,
1976,CHE,LUX,
1977,CHE,LUX,
1978,CHE,LUX,
1979,CHE,LUX,
1980,CHE,LUX,
1981,CHE,LUX,
1982,CHE,LUX,
1983,CHE,LUX,
1984,CHE,LUX,
1985,CHE,LUX,
1986,CHE,LUX,
1987,CHE,LUX,
1988,CHE,LUX,
1989,CHE,LUX,
1990,CHE,LUX,
1991,CHE,LUX,
1992,CHE,LUX,
1993,CHE,LUX,
2024,CHE,LUX,-.0711393321626162
2025,CHE,LUX,
1957,CHE,DEU,
1958,CHE,DEU,
1959,CHE,DEU,
1960,CHE,DEU,
1961,CHE,DEU,
1962,CHE,DEU,
1963,CHE,DEU,
1964,CHE,DEU,
1965,CHE,DEU,
1966,CHE,DEU,
1967,CHE,DEU,
1968,CHE,DEU,
1969,CHE,DEU,
1970,CHE,DEU,
1971,CHE,DEU,
1972,CHE,DEU,
1973,CHE,DEU,
1974,CHE,DEU,
1975,CHE,DEU,
1976,CHE,DEU,
1977,CHE,DEU,
1978,CHE,DEU,
1979,CHE,DEU,
1980,CHE,DEU,
1981,CHE,DEU,
1982,CHE,DEU,
1983,CHE,DEU,
1984,CHE,DEU,
1985,CHE,DEU,
1986,CHE,DEU,
1987,CHE,DEU,
1988,CHE,DEU,
1989,CHE,DEU,
1990,CHE,DEU,
1991,CHE,DEU,
1992,CHE,DEU,
1993,CHE,DEU,
1994,CHE,DEU,
1997,CHE,DEU,-.1989307786906575
1998,CHE,DEU,-.1772995351550272
2000,CHE,DEU,-.21480261406079
2002,CHE,DEU,-.1950354719490057
2004,CHE,DEU,-.1959739845222909
2005,CHE,DEU,-.2018172103789064
2006,CHE,DEU,-.1908499254744564
2007,CHE,DEU,-.1928119955103939
2008,CHE,DEU,-.206525264647386
2009,CHE,DEU,-.2009434181574937
2010,CHE,DEU,-.1882971520468431
2011,CHE,DEU,-.1975052876596303
2012,CHE,DEU,-.2256780992882254
2013,CHE,DEU,-.2205877090153128
2014,CHE,DEU,-.2021127674188093
2015,CHE,DEU,-.2072036519681134
2016,CHE,DEU,-.2147555340661322
2017,CHE,DEU,-.2273778080982157
2018,CHE,DEU,-.2147694465912604
2019,CHE,DEU,-.2143015752657351
2021,CHE,DEU,-.2172874953421426
2022,CHE,DEU,-.2261385725719992
2023,CHE,DEU,-.2069783530319252
2024,CHE,DEU,-.1934101938633963
2025,CHE,DEU,
2026,CHE,DEU,
1957,CHE,ITA,
1958,CHE,ITA,
1959,CHE,ITA,
1960,CHE,ITA,
1961,CHE,ITA,
1962,CHE,ITA,
1963,CHE,ITA,
1964,CHE,ITA,
1965,CHE,ITA,
1966,CHE,ITA,
1967,CHE,ITA,
1968,CHE,ITA,
1969,CHE,ITA,
1970,CHE,ITA,
1971,CHE,ITA,
1972,CHE,ITA,
1973,CHE,ITA,
1974,CHE,ITA,
1975,CHE,ITA,
1976,CHE,ITA,
1977,CHE,ITA,
1978,CHE,ITA,
1979,CHE,ITA,
1980,CHE,ITA,
1983,CHE,ITA,
1984,CHE,ITA,
1985,CHE,ITA,
1987,CHE,ITA,
1988,CHE,ITA,
1989,CHE,ITA,
1990,CHE,ITA,
1991,CHE,ITA,
1992,CHE,ITA,
1993,CHE,ITA,
1997,CHE,ITA,.0416366166099785
2011,CHE,ITA,.0430621076410048
2012,CHE,ITA,.01488929601241
2013,CHE,ITA,.0199796862853234
2014,CHE,ITA,.038454627881826
2015,CHE,ITA,.0333637433325227
2016,CHE,ITA,.025811861234503
2017,CHE,ITA,.013189587202421
2018,CHE,ITA,.0257979487093746
2019,CHE,ITA,.0262658200349004
2021,CHE,ITA,.0232798999584937
2022,CHE,ITA,.014428822728637
2023,CHE,ITA,.033589042268711
2024,CHE,ITA,.0471572014372393
2025,CHE,ITA,
2026,CHE,ITA,
1957,CHE,GBR,
1959,CHE,GBR,
1960,CHE,GBR,
1961,CHE,GBR,
1962,CHE,GBR,
1963,CHE,GBR,
1964,CHE,GBR,
1965,CHE,GBR,
1966,CHE,GBR,
1967,CHE,GBR,
1968,CHE,GBR,
1969,CHE,GBR,
1970,CHE,GBR,
1971,CHE,GBR,
1972,CHE,GBR,
1973,CHE,GBR,
1974,CHE,GBR,
1975,CHE,GBR,
1976,CHE,GBR,
1977,CHE,GBR,
1978,CHE,GBR,
1979,CHE,GBR,
1980,CHE,GBR,
1981,CHE,GBR,
1982,CHE,GBR,
1983,CHE,GBR,
1984,CHE,GBR,
1985,CHE,GBR,
1986,CHE,GBR,
1987,CHE,GBR,
1988,CHE,GBR,
1989,CHE,GBR,
1990,CHE,GBR,
1991,CHE,GBR,
1992,CHE,GBR,
1993,CHE,GBR,
1994,CHE,GBR,
1996,CHE,GBR,-.1375730287699886
1997,CHE,GBR,-.15519821456751
1998,CHE,GBR,-.1335669710318793
2000,CHE,GBR,-.1710700499376415
2002,CHE,GBR,-.1513029078258582
2004,CHE,GBR,-.1522414203991438
2005,CHE,GBR,-.1580846462557585
2006,CHE,GBR,-.1471173613513091
2007,CHE,GBR,-.1490794313872462
2008,CHE,GBR,-.1627927005242382
2009,CHE,GBR,-.157210854034346
2010,CHE,GBR,-.1445645879236953
2011,CHE,GBR,-.153772723536483
2012,CHE,GBR,-.1819455351650772
2013,CHE,GBR,-.1768551448921647
2014,CHE,GBR,-.1583802032956619
2015,CHE,GBR,-.1634710878449656
2016,CHE,GBR,-.1710229699429847
2017,CHE,GBR,-.1836452439750677
2018,CHE,GBR,-.1710368824681129
2019,CHE,GBR,-.1705690111425872
2021,CHE,GBR,-.1735549312189953
2022,CHE,GBR,-.1824060084488511
2023,CHE,GBR,-.1632457889087773
2024,CHE,GBR,-.1496776297402486
2025,CHE,GBR,
2026,CHE,GBR,
1957,CHE,BEL,
1958,CHE,BEL,
1959,CHE,BEL,
1960,CHE,BEL,
1961,CHE,BEL,
1962,CHE,BEL,
1963,CHE,BEL,
1964,CHE,BEL,
1965,CHE,BEL,
1966,CHE,BEL,
1967,CHE,BEL,
1968,CHE,BEL,
1969,CHE,BEL,
1970,CHE,BEL,
1971,CHE,BEL,
1972,CHE,BEL,
1973,CHE,BEL,
1974,CHE,BEL,
1975,CHE,BEL,
1976,CHE,BEL,
1977,CHE,BEL,
1978,CHE,BEL,
1979,CHE,BEL,
1980,CHE,BEL,
1981,CHE,BEL,
1982,CHE,BEL,
1983,CHE,BEL,
1984,CHE,BEL,
1985,CHE,BEL,
1986,CHE,BEL,
1987,CHE,BEL,
1988,CHE,BEL,
1989,CHE,BEL,
1990,CHE,BEL,
1991,CHE,BEL,
1992,CHE,BEL,
1993,CHE,BEL,
1996,CHE,BEL,-.0330043544694025
1998,CHE,BEL,-.0289982967312927
2000,CHE,BEL,-.0665013756370558
2002,CHE,BEL,-.0467342335252716
2004,CHE,BEL,-.047672746098557
2010,CHE,BEL,-.0399959136231095
2013,CHE,BEL,-.0722864705915786
2015,CHE,BEL,-.0589024135443793
2016,CHE,BEL,-.0664542956423987
2017,CHE,BEL,-.0790765696744813
2021,CHE,BEL,-.0689862569184085
2022,CHE,BEL,-.077837334148265
2023,CHE,BEL,-.0586771146081911
2026,CHE,BEL,
1957,CHE,AUT,
1958,CHE,AUT,
1959,CHE,AUT,
1960,CHE,AUT,
1961,CHE,AUT,
1962,CHE,AUT,
1963,CHE,AUT,
1964,CHE,AUT,
1965,CHE,AUT,
1966,CHE,AUT,
1967,CHE,AUT,
1968,CHE,AUT,
1971,CHE,AUT,
1972,CHE,AUT,
1976,CHE,AUT,
1977,CHE,AUT,
1978,CHE,AUT,
1979,CHE,AUT,
1980,CHE,AUT,
1981,CHE,AUT,
1982,CHE,AUT,
1983,CHE,AUT,
1984,CHE,AUT,
1985,CHE,AUT,
1986,CHE,AUT,
1987,CHE,AUT,
1988,CHE,AUT,
1989,CHE,AUT,
1990,CHE,AUT,
1991,CHE,AUT,
1992,CHE,AUT,
1993,CHE,AUT,
1994,CHE,AUT,
1996,CHE,AUT,-.0336611035746897
1997,CHE,AUT,-.0512862893722109
2000,CHE,AUT,-.0671581247423426
2002,CHE,AUT,-.047390982630558
2004,CHE,AUT,-.0483294952038444
2011,CHE,AUT,-.0498607983411836
2014,CHE,AUT,-.0544682781003625
2015,CHE,AUT,-.0595591626496665
2016,CHE,AUT,-.0671110447476856
2017,CHE,AUT,-.0797333187797684
2018,CHE,AUT,-.0671249572728136
2023,CHE,AUT,-.0593338637134784
2024,CHE,AUT,-.0457657045449492
2025,CHE,AUT,
2026,CHE,AUT,
1957,GBR,NLD,
1959,GBR,NLD,
1960,GBR,NLD,
1961,GBR,NLD,
1962,GBR,NLD,
1963,GBR,NLD,
1964,GBR,NLD,
1965,GBR,NLD,
1966,GBR,NLD,
1967,GBR,NLD,
1968,GBR,NLD,
1969,GBR,NLD,
1970,GBR,NLD,
1971,GBR,NLD,
1972,GBR,NLD,
1973,GBR,NLD,
1974,GBR,NLD,
1975,GBR,NLD,
1976,GBR,NLD,
1977,GBR,NLD,
1978,GBR,NLD,
1979,GBR,NLD,
1980,GBR,NLD,
1981,GBR,NLD,
1982,GBR,NLD,
1983,GBR,NLD,
1984,GBR,NLD,
1986,GBR,NLD,
1987,GBR,NLD,
1988,GBR,NLD,
1989,GBR,NLD,
1990,GBR,NLD,
1992,GBR,NLD,
1993,GBR,NLD,
1994,GBR,NLD,
1996,GBR,NLD,
1997,GBR,NLD,
1998,GBR,NLD,
1999,GBR,NLD,
2000,GBR,NLD,
2001,GBR,NLD,
2003,GBR,NLD,
2004,GBR,NLD,
2013,GBR,NLD,
2014,GBR,NLD,
2016,GBR,NLD,
2017,GBR,NLD,
2018,GBR,NLD,
2019,GBR,NLD,
2021,GBR,NLD,
2022,GBR,NLD,
2025,GBR,NLD,
1957,GBR,FRA,
1959,GBR,FRA,
1960,GBR,FRA,
1961,GBR,FRA,
1962,GBR,FRA,
1963,GBR,FRA,
1964,GBR,FRA,
1965,GBR,FRA,
1966,GBR,FRA,
1967,GBR,FRA,
1968,GBR,FRA,
1969,GBR,FRA,
1970,GBR,FRA,
1971,GBR,FRA,
1972,GBR,FRA,
1973,GBR,FRA,
1975,GBR,FRA,
1976,GBR,FRA,
1977,GBR,FRA,
1978,GBR,FRA,
1979,GBR,FRA,
1980,GBR,FRA,
1981,GBR,FRA,
1983,GBR,FRA,
1984,GBR,FRA,
1985,GBR,FRA,
1986,GBR,FRA,
1987,GBR,FRA,
1988,GBR,FRA,
1989,GBR,FRA,
1990,GBR,FRA,
1991,GBR,FRA,
1992,GBR,FRA,
1993,GBR,FRA,
1994,GBR,FRA,
1995,GBR,FRA,-.0946607005143156
1996,GBR,FRA,-.0855372492071952
1997,GBR,FRA,-.1031624350047166
1998,GBR,FRA,-.081531191469086
1999,GBR,FRA,-.0810395474421295
2000,GBR,FRA,-.1190342703748482
2001,GBR,FRA,-.0860079264379595
2002,GBR,FRA,-.0992671282630637
2003,GBR,FRA,-.0958966669912995
2004,GBR,FRA,-.1002056408363501
2005,GBR,FRA,-.1060488666929651
2006,GBR,FRA,-.0950815817885157
2007,GBR,FRA,-.0970436518244527
2008,GBR,FRA,-.1107569209614443
2009,GBR,FRA,-.105175074471552
2010,GBR,FRA,-.0925288083609012
2011,GBR,FRA,-.1017369439736892
2012,GBR,FRA,-.1299097556022839
2013,GBR,FRA,-.1248193653293714
2014,GBR,FRA,-.1063444237328687
2015,GBR,FRA,-.1114353082821722
2016,GBR,FRA,-.1189871903801911
2017,GBR,FRA,-.1316094644122743
2018,GBR,FRA,-.1190011029053196
2019,GBR,FRA,-.1185332315797938
2021,GBR,FRA,-.1215191516562016
2022,GBR,FRA,-.1303702288860585
2023,GBR,FRA,-.1112100093459843
2024,GBR,FRA,-.0976418501774554
2025,GBR,FRA,
2026,GBR,FRA,
1957,GBR,DNK,
1959,GBR,DNK,
1960,GBR,DNK,
1961,GBR,DNK,
1962,GBR,DNK,
1963,GBR,DNK,
1964,GBR,DNK,
1965,GBR,DNK,
1966,GBR,DNK,
1978,GBR,DNK,
1979,GBR,DNK,
1980,GBR,DNK,
1981,GBR,DNK,
1982,GBR,DNK,
1983,GBR,DNK,
1984,GBR,DNK,
1985,GBR,DNK,
1986,GBR,DNK,
1987,GBR,DNK,
1988,GBR,DNK,
1989,GBR,DNK,
1990,GBR,DNK,
1991,GBR,DNK,
1992,GBR,DNK,
1993,GBR,DNK,
1995,GBR,DNK,
1997,GBR,DNK,
1999,GBR,DNK,
2000,GBR,DNK,
2001,GBR,DNK,
2002,GBR,DNK,
2005,GBR,DNK,
2006,GBR,DNK,
2008,GBR,DNK,
2009,GBR,DNK,
2010,GBR,DNK,
2011,GBR,DNK,
2012,GBR,DNK,
2013,GBR,DNK,
2014,GBR,DNK,
2017,GBR,DNK,
2018,GBR,DNK,
2019,GBR,DNK,
2025,GBR,DNK,
2026,GBR,DNK,
1957,GBR,LUX,
1960,GBR,LUX,
1961,GBR,LUX,
1962,GBR,LUX,
1963,GBR,LUX,
1964,GBR,LUX,
1965,GBR,LUX,
1966,GBR,LUX,
1967,GBR,LUX,
1968,GBR,LUX,
1969,GBR,LUX,
1970,GBR,LUX,
1971,GBR,LUX,
1972,GBR,LUX,
1973,GBR,LUX,
1974,GBR,LUX,
1975,GBR,LUX,
1976,GBR,LUX,
1977,GBR,LUX,
1978,GBR,LUX,
1979,GBR,LUX,
1980,GBR,LUX,
1981,GBR,LUX,
1982,GBR,LUX,
1983,GBR,LUX,
1984,GBR,LUX,
1985,GBR,LUX,
1986,GBR,LUX,
1987,GBR,LUX,
1988,GBR,LUX,
1989,GBR,LUX,
1990,GBR,LUX,
1991,GBR,LUX,
1992,GBR,LUX,
1993,GBR,LUX,
2024,GBR,LUX,
2025,GBR,LUX,
1957,GBR,DEU,
1959,GBR,DEU,
1960,GBR,DEU,
1961,GBR,DEU,
1962,GBR,DEU,
1963,GBR,DEU,
1964,GBR,DEU,
1965,GBR,DEU,
1966,GBR,DEU,
1967,GBR,DEU,
1968,GBR,DEU,
1969,GBR,DEU,
1970,GBR,DEU,
1971,GBR,DEU,
1972,GBR,DEU,
1973,GBR,DEU,
1974,GBR,DEU,
1975,GBR,DEU,
1976,GBR,DEU,
1977,GBR,DEU,
1978,GBR,DEU,
1979,GBR,DEU,
1980,GBR,DEU,
1981,GBR,DEU,
1982,GBR,DEU,
1983,GBR,DEU,
1984,GBR,DEU,
1985,GBR,DEU,
1986,GBR,DEU,
1987,GBR,DEU,
1988,GBR,DEU,
1989,GBR,DEU,
1990,GBR,DEU,
1991,GBR,DEU,
1992,GBR,DEU,
1993,GBR,DEU,
1994,GBR,DEU,
1995,GBR,DEU,-.1634958341971365
1997,GBR,DEU,-.1719975686875373
1998,GBR,DEU,-.1503663251519063
1999,GBR,DEU,-.1498746811249502
2000,GBR,DEU,-.1878694040576693
2001,GBR,DEU,-.1548430601207812
2002,GBR,DEU,-.1681022619458858
2003,GBR,DEU,-.1647318006741207
2004,GBR,DEU,-.169040774519171
2005,GBR,DEU,-.1748840003757859
2006,GBR,DEU,-.1639167154713367
2007,GBR,DEU,-.165878785507274
2008,GBR,DEU,-.1795920546442656
2009,GBR,DEU,-.1740102081543736
2010,GBR,DEU,-.1613639420437228
2011,GBR,DEU,-.1705720776565106
2012,GBR,DEU,-.198744889285105
2013,GBR,DEU,-.1936544990121925
2014,GBR,DEU,-.1751795574156895
2015,GBR,DEU,-.1802704419649936
2016,GBR,DEU,-.1878223240630125
2017,GBR,DEU,-.2004445980950958
2018,GBR,DEU,-.1878362365881406
2019,GBR,DEU,-.187368365262615
2021,GBR,DEU,-.1903542853390224
2022,GBR,DEU,-.1992053625688788
2023,GBR,DEU,-.1800451430288049
2024,GBR,DEU,-.166476983860276
2025,GBR,DEU,
2026,GBR,DEU,
1957,GBR,ITA,
1959,GBR,ITA,
1960,GBR,ITA,
1961,GBR,ITA,
1962,GBR,ITA,
1963,GBR,ITA,
1964,GBR,ITA,
1965,GBR,ITA,
1966,GBR,ITA,
1967,GBR,ITA,
1968,GBR,ITA,
1969,GBR,ITA,
1970,GBR,ITA,
1971,GBR,ITA,
1972,GBR,ITA,
1973,GBR,ITA,
1974,GBR,ITA,
1975,GBR,ITA,
1976,GBR,ITA,
1977,GBR,ITA,
1978,GBR,ITA,
1979,GBR,ITA,
1980,GBR,ITA,
1983,GBR,ITA,
1984,GBR,ITA,
1985,GBR,ITA,
1987,GBR,ITA,
1988,GBR,ITA,
1989,GBR,ITA,
1990,GBR,ITA,
1991,GBR,ITA,
1992,GBR,ITA,
1993,GBR,ITA,
1997,GBR,ITA,.0685698266130988
2011,GBR,ITA,.0699953176441255
2012,GBR,ITA,.0418225060155315
2013,GBR,ITA,.046912896288443
2014,GBR,ITA,.0653878378849461
2015,GBR,ITA,.0602969533356429
2016,GBR,ITA,.0527450712376241
2017,GBR,ITA,.0401227972055404
2018,GBR,ITA,.0527311587124957
2019,GBR,ITA,.0531990300380201
2021,GBR,ITA,.0502131099616137
2022,GBR,ITA,.0413620327317569
2023,GBR,ITA,.0605222522718307
2024,GBR,ITA,.0740904114403599
2025,GBR,ITA,
2026,GBR,ITA,
1957,GBR,BEL,
1959,GBR,BEL,
1960,GBR,BEL,
1961,GBR,BEL,
1962,GBR,BEL,
1963,GBR,BEL,
1964,GBR,BEL,
1965,GBR,BEL,
1966,GBR,BEL,
1967,GBR,BEL,
1968,GBR,BEL,
1969,GBR,BEL,
1970,GBR,BEL,
1971,GBR,BEL,
1972,GBR,BEL,
1973,GBR,BEL,
1974,GBR,BEL,
1975,GBR,BEL,
1976,GBR,BEL,
1977,GBR,BEL,
1978,GBR,BEL,
1979,GBR,BEL,
1980,GBR,BEL,
1981,GBR,BEL,
1982,GBR,BEL,
1983,GBR,BEL,
1984,GBR,BEL,
1985,GBR,BEL,
1986,GBR,BEL,
1987,GBR,BEL,
1988,GBR,BEL,
1989,GBR,BEL,
1990,GBR,BEL,
1991,GBR,BEL,
1992,GBR,BEL,
1993,GBR,BEL,
1995,GBR,BEL,
1996,GBR,BEL,
1998,GBR,BEL,
1999,GBR,BEL,
2000,GBR,BEL,
2002,GBR,BEL,
2003,GBR,BEL,
2004,GBR,BEL,
2010,GBR,BEL,
2013,GBR,BEL,
2015,GBR,BEL,
2016,GBR,BEL,
2017,GBR,BEL,
2021,GBR,BEL,
2022,GBR,BEL,
2023,GBR,BEL,
2026,GBR,BEL,
1957,GBR,CHE,
1959,GBR,CHE,
1960,GBR,CHE,
1961,GBR,CHE,
1962,GBR,CHE,
1963,GBR,CHE,
1964,GBR,CHE,
1965,GBR,CHE,
1966,GBR,CHE,
1967,GBR,CHE,
1968,GBR,CHE,
1969,GBR,CHE,
1970,GBR,CHE,
1971,GBR,CHE,
1972,GBR,CHE,
1973,GBR,CHE,
1974,GBR,CHE,
1975,GBR,CHE,
1976,GBR,CHE,
1977,GBR,CHE,
1978,GBR,CHE,
1979,GBR,CHE,
1980,GBR,CHE,
1981,GBR,CHE,
1982,GBR,CHE,
1983,GBR,CHE,
1984,GBR,CHE,
1985,GBR,CHE,
1986,GBR,CHE,
1987,GBR,CHE,
1988,GBR,CHE,
1989,GBR,CHE,
1990,GBR,CHE,
1991,GBR,CHE,
1992,GBR,CHE,
1993,GBR,CHE,
1994,GBR,CHE,
1996,GBR,CHE,
1997,GBR,CHE,
1998,GBR,CHE,
2000,GBR,CHE,
2002,GBR,CHE,
2005,GBR,CHE,
2006,GBR,CHE,
2011,GBR,CHE,
2014,GBR,CHE,
2019,GBR,CHE,
2021,GBR,CHE,
2022,GBR,CHE,
2023,GBR,CHE,
2024,GBR,CHE,
2025,GBR,CHE,
1957,GBR,AUT,
1959,GBR,AUT,
1960,GBR,AUT,
1961,GBR,AUT,
1962,GBR,AUT,
1963,GBR,AUT,
1964,GBR,AUT,
1965,GBR,AUT,
1966,GBR,AUT,
1967,GBR,AUT,
1968,GBR,AUT,
1971,GBR,AUT,
1972,GBR,AUT,
1976,GBR,AUT,
1977,GBR,AUT,
1978,GBR,AUT,
1979,GBR,AUT,
1980,GBR,AUT,
1981,GBR,AUT,
1982,GBR,AUT,
1983,GBR,AUT,
1984,GBR,AUT,
1985,GBR,AUT,
1986,GBR,AUT,
1987,GBR,AUT,
1988,GBR,AUT,
1989,GBR,AUT,
1990,GBR,AUT,
1991,GBR,AUT,
1992,GBR,AUT,
1993,GBR,AUT,
1994,GBR,AUT,
1995,GBR,AUT,
1996,GBR,AUT,
1997,GBR,AUT,
1999,GBR,AUT,
2000,GBR,AUT,
2002,GBR,AUT,
2003,GBR,AUT,
2004,GBR,AUT,
2011,GBR,AUT,
2014,GBR,AUT,
2015,GBR,AUT,
2016,GBR,AUT,
2017,GBR,AUT,
2018,GBR,AUT,
2023,GBR,AUT,
2024,GBR,AUT,
2025,GBR,AUT,
2026,GBR,AUT,
1958,AUT,SWE,
1959,AUT,SWE,
1960,AUT,SWE,
1961,AUT,SWE,
1962,AUT,SWE,
1963,AUT,SWE,
1965,AUT,SWE,
1966,AUT,SWE,
1967,AUT,SWE,
1968,AUT,SWE,
1971,AUT,SWE,
1972,AUT,SWE,
1977,AUT,SWE,
1978,AUT,SWE,
1979,AUT,SWE,
1980,AUT,SWE,
1981,AUT,SWE,
1982,AUT,SWE,
1983,AUT,SWE,
1984,AUT,SWE,
1985,AUT,SWE,
1986,AUT,SWE,
1987,AUT,SWE,
1988,AUT,SWE,
1989,AUT,SWE,
1990,AUT,SWE,
1991,AUT,SWE,
1992,AUT,SWE,
1993,AUT,SWE,
1994,AUT,SWE,
1995,AUT,SWE,
1996,AUT,SWE,
1997,AUT,SWE,
1999,AUT,SWE,
2000,AUT,SWE,
2002,AUT,SWE,
2003,AUT,SWE,
2004,AUT,SWE,
2005,AUT,SWE,
2007,AUT,SWE,
2011,AUT,SWE,.0974801333647326
2012,AUT,SWE,.0693073217361377
2013,AUT,SWE,.074397712009051
2014,AUT,SWE,.0928726536055536
2015,AUT,SWE,.08778176905625
2016,AUT,SWE,.0802298869582301
2017,AUT,SWE,.0676076129261473
2018,AUT,SWE,.0802159744331029
2019,AUT,SWE,.080683845758628
2021,AUT,SWE,.0776979256822202
2022,AUT,SWE,.068846848452364
2023,AUT,SWE,.088007067992438
2024,AUT,SWE,.1015752271609675
2025,AUT,SWE,
2026,AUT,SWE,
1958,BEL,SWE,
1959,BEL,SWE,
1960,BEL,SWE,
1961,BEL,SWE,
1962,BEL,SWE,
1963,BEL,SWE,
1965,BEL,SWE,
1966,BEL,SWE,
1967,BEL,SWE,
1968,BEL,SWE,
1969,BEL,SWE,
1971,BEL,SWE,
1972,BEL,SWE,
1973,BEL,SWE,
1974,BEL,SWE,
1975,BEL,SWE,
1977,BEL,SWE,
1978,BEL,SWE,
1979,BEL,SWE,
1980,BEL,SWE,
1981,BEL,SWE,
1982,BEL,SWE,
1983,BEL,SWE,
1984,BEL,SWE,
1985,BEL,SWE,
1986,BEL,SWE,
1987,BEL,SWE,
1988,BEL,SWE,
1989,BEL,SWE,
1990,BEL,SWE,
1991,BEL,SWE,
