year,round,from_country_id,to_country_id,total_points,tele_points,jury_points
2024,final,SMR,EST,0,0,0
2024,final,SMR,SRB,0,0,0
2024,final,SMR,FIN,4,0,4
2024,final,SMR,LVA,0,0,0
2024,final,SMR,LUX,0,0,0
2024,final,SMR,GEO,0,0,0
2024,final,SMR,DEU,1,0,1
2024,final,SMR,PRT,5,0,5
2024,final,SMR,SVN,0,0,0
2024,final,SMR,ESP,6,0,6
2024,final,SMR,AUT,0,0,0
2024,final,SMR,NOR,0,0,0
2024,final,SMR,GBR,0,0,0
2024,final,SRB,HRV,24,12,12
2024,final,SRB,ISR,3,3,0
2024,final,SRB,UKR,1,0,1
2024,final,SRB,FRA,18,10,8
2024,final,SRB,CHE,16,6,10
2024,final,SRB,IRL,9,7,2
2024,final,SRB,ITA,10,4,6
2024,final,SRB,GRC,11,8,3
2024,final,SRB,ARM,1,1,0
2024,final,SRB,LTU,7,0,7
2024,final,SRB,SWE,10,5,5
2024,final,SRB,CYP,0,0,0
2024,final,SRB,EST,0,0,0
2024,final,SRB,SRB,0,0,0
2024,final,SRB,FIN,0,0,0
2024,final,SRB,LVA,0,0,0
2024,final,SRB,LUX,0,0,0
2024,final,SRB,GEO,0,0,0
2024,final,SRB,DEU,0,0,0
2024,final,SRB,PRT,0,0,0
2024,final,SRB,SVN,2,2,0
2024,final,SRB,ESP,0,0,0
2024,final,SRB,AUT,0,0,0
2024,final,SRB,NOR,0,0,0
2024,final,SRB,GBR,4,0,4
2024,final,SVN,HRV,18,12,6
2024,final,SVN,ISR,10,10,0
2024,final,SVN,UKR,8,8,0
2024,final,SVN,FRA,19,7,12
2024,final,SVN,CHE,14,4,10
2024,final,SVN,IRL,3,2,1
2024,final,SVN,ITA,6,3,3
2024,final,SVN,GRC,2,0,2
2024,final,SVN,ARM,7,0,7
2024,final,SVN,LTU,0,0,0
2024,final,SVN,SWE,1,1,0
2024,final,SVN,CYP,6,6,0
2024,final,SVN,EST,0,0,0
2024,final,SVN,SRB,9,5,4
2024,final,SVN,FIN,0,0,0
2024,final,SVN,LVA,0,0,0
2024,final,SVN,LUX,5,0,5
2024,final,SVN,GEO,0,0,0
2024,final,SVN,DEU,0,0,0
2024,final,SVN,PRT,8,0,8
2024,final,SVN,SVN,0,0,0
2024,final,SVN,ESP,0,0,0
2024,final,SVN,AUT,0,0,0
2024,final,SVN,NOR,0,0,0
2024,final,SVN,GBR,0,0,0
2024,final,ESP,HRV,8,8,0
2024,final,ESP,ISR,12,12,0
2024,final,ESP,UKR,10,10,0
2024,final,ESP,FRA,12,5,7
2024,final,ESP,CHE,18,6,12
2024,final,ESP,IRL,17,7,10
2024,final,ESP,ITA,5,4,1
2024,final,ESP,GRC,2,2,0
2024,final,ESP,ARM,3,3,0
2024,final,ESP,LTU,1,1,0
2024,final,ESP,SWE,8,0,8
2024,final,ESP,CYP,0,0,0
2024,final,ESP,EST,0,0,0
2024,final,ESP,SRB,0,0,0
2024,final,ESP,FIN,0,0,0
2024,final,ESP,LVA,4,0,4
2024,final,ESP,LUX,0,0,0
2024,final,ESP,GEO,0,0,0
2024,final,ESP,DEU,5,0,5
2024,final,ESP,PRT,3,0,3
2024,final,ESP,SVN,0,0,0
2024,final,ESP,ESP,0,0,0
2024,final,ESP,AUT,6,0,6
2024,final,ESP,NOR,0,0,0
2024,final,ESP,GBR,2,0,2
2024,final,SWE,HRV,20,10,10
2024,final,SWE,ISR,12,12,0
2024,final,SWE,UKR,11,8,3
2024,final,SWE,FRA,11,6,5
2024,final,SWE,CHE,19,7,12
2024,final,SWE,IRL,4,4,0
2024,final,SWE,ITA,8,1,7
2024,final,SWE,GRC,0,0,0
2024,final,SWE,ARM,2,2,0
2024,final,SWE,LTU,3,3,0
2024,final,SWE,SWE,0,0,0
2024,final,SWE,CYP,2,0,2
2024,final,SWE,EST,0,0,0
2024,final,SWE,SRB,0,0,0
2024,final,SWE,FIN,5,5,0
2024,final,SWE,LVA,0,0,0
2024,final,SWE,LUX,6,0,6
2024,final,SWE,GEO,0,0,0
2024,final,SWE,DEU,0,0,0
2024,final,SWE,PRT,4,0,4
2024,final,SWE,SVN,0,0,0
2024,final,SWE,ESP,0,0,0
2024,final,SWE,AUT,1,0,1
2024,final,SWE,NOR,0,0,0
2024,final,SWE,GBR,8,0,8
2024,final,CHE,HRV,18,10,8
2024,final,CHE,ISR,12,12,0
2024,final,CHE,UKR,8,6,2
2024,final,CHE,FRA,12,7,5
2024,final,CHE,CHE,0,0,0
2024,final,CHE,IRL,10,0,10
2024,final,CHE,ITA,14,8,6
2024,final,CHE,GRC,16,4,12
2024,final,CHE,ARM,5,1,4
2024,final,CHE,LTU,0,0,0
2024,final,CHE,SWE,0,0,0
2024,final,CHE,CYP,0,0,0
2024,final,CHE,EST,0,0,0
2024,final,CHE,SRB,5,5,0
2024,final,CHE,FIN,0,0,0
2024,final,CHE,LVA,0,0,0
2024,final,CHE,LUX,0,0,0
2024,final,CHE,GEO,0,0,0
2024,final,CHE,DEU,3,3,0
2024,final,CHE,PRT,9,2,7
2024,final,CHE,SVN,0,0,0
2024,final,CHE,ESP,1,0,1
2024,final,CHE,AUT,0,0,0
2024,final,CHE,NOR,0,0,0
2024,final,CHE,GBR,3,0,3
2024,final,UKR,HRV,14,10,4
2024,final,UKR,ISR,0,0,0
2024,final,UKR,UKR,0,0,0
2024,final,UKR,FRA,12,6,6
2024,final,UKR,CHE,24,12,12
2024,final,UKR,IRL,18,8,10
2024,final,UKR,ITA,2,0,2
2024,final,UKR,GRC,0,0,0
2024,final,UKR,ARM,1,1,0
2024,final,UKR,LTU,12,7,5
2024,final,UKR,SWE,8,0,8
2024,final,UKR,CYP,0,0,0
2024,final,UKR,EST,4,4,0
2024,final,UKR,SRB,0,0,0
2024,final,UKR,FIN,2,2,0
2024,final,UKR,LVA,5,5,0
2024,final,UKR,LUX,1,0,1
2024,final,UKR,GEO,0,0,0
2024,final,UKR,DEU,7,0,7
2024,final,UKR,PRT,3,0,3
2024,final,UKR,SVN,0,0,0
2024,final,UKR,ESP,0,0,0
2024,final,UKR,AUT,0,0,0
2024,final,UKR,NOR,0,0,0
2024,final,UKR,GBR,0,0,0
2024,final,GBR,HRV,15,7,8
2024,final,GBR,ISR,12,12,0
2024,final,GBR,UKR,6,6,0
2024,final,GBR,FRA,2,2,0
2024,final,GBR,CHE,15,5,10
2024,final,GBR,IRL,17,10,7
2024,final,GBR,ITA,5,0,5
2024,final,GBR,GRC,1,1,0
2024,final,GBR,ARM,0,0,0
2024,final,GBR,LTU,8,8,0
2024,final,GBR,SWE,6,0,6
2024,final,GBR,CYP,0,0,0
2024,final,GBR,EST,0,0,0
2024,final,GBR,SRB,0,0,0
2024,final,GBR,FIN,3,3,0
2024,final,GBR,LVA,7,4,3
2024,final,GBR,LUX,4,0,4
2024,final,GBR,GEO,0,0,0
2024,final,GBR,DEU,2,0,2
2024,final,GBR,PRT,12,0,12
2024,final,GBR,SVN,0,0,0
2024,final,GBR,ESP,0,0,0
2024,final,GBR,AUT,0,0,0
2024,final,GBR,NOR,0,0,0
2024,final,GBR,GBR,0,0,0
2025,final,ALB,ISR,12,7,5
2025,final,ALB,EST,5,5,0
2025,final,ALB,SWE,6,2,4
2025,final,ALB,AUT,13,6,7
2025,final,ALB,ALB,0,0,0
2025,final,ALB,UKR,0,0,0
2025,final,ALB,POL,0,0,0
2025,final,ALB,GRC,18,12,6
2025,final,ALB,FIN,0,0,0
2025,final,ALB,ITA,10,10,0
2025,final,ALB,DEU,4,4,0
2025,final,ALB,NOR,0,0,0
2025,final,ALB,LTU,0,0,0
2025,final,ALB,FRA,12,0,12
2025,final,ALB,NLD,4,1,3
2025,final,ALB,LVA,0,0,0
2025,final,ALB,ISL,0,0,0
2025,final,ALB,ARM,0,0,0
2025,final,ALB,LUX,8,8,0
2025,final,ALB,SMR,5,3,2
2025,final,ALB,PRT,1,0,1
2025,final,ALB,ESP,10,0,10
2025,final,ALB,MLT,0,0,0
2025,final,ALB,DNK,0,0,0
2025,final,ALB,CHE,8,0,8
2025,final,ALB,GBR,0,0,0
2025,final,ARM,ISR,0,0,0
2025,final,ARM,EST,14,12,2
2025,final,ARM,SWE,12,6,6
2025,final,ARM,AUT,15,7,8
2025,final,ARM,ALB,3,3,0
2025,final,ARM,UKR,4,0,4
2025,final,ARM,POL,0,0,0
2025,final,ARM,GRC,8,8,0
2025,final,ARM,FIN,11,1,10
2025,final,ARM,ITA,0,0,0
2025,final,ARM,DEU,5,5,0
2025,final,ARM,NOR,4,4,0
2025,final,ARM,LTU,0,0,0
2025,final,ARM,FRA,22,10,12
2025,final,ARM,NLD,5,2,3
2025,final,ARM,LVA,1,0,1
2025,final,ARM,ISL,0,0,0
2025,final,ARM,ARM,0,0,0
2025,final,ARM,LUX,0,0,0
2025,final,ARM,SMR,0,0,0
2025,final,ARM,PRT,0,0,0
2025,final,ARM,ESP,0,0,0
2025,final,ARM,MLT,5,0,5
2025,final,ARM,DNK,0,0,0
2025,final,ARM,CHE,7,0,7
2025,final,ARM,GBR,0,0,0
2025,final,AUS,ISR,12,12,0
2025,final,AUS,EST,9,6,3
2025,final,AUS,SWE,14,8,6
2025,final,AUS,AUT,10,3,7
2025,final,AUS,ALB,4,4,0
2025,final,AUS,UKR,0,0,0
2025,final,AUS,POL,6,1,5
2025,final,AUS,GRC,19,7,12
2025,final,AUS,FIN,12,10,2
2025,final,AUS,ITA,0,0,0
2025,final,AUS,DEU,0,0,0
2025,final,AUS,NOR,0,0,0
2025,final,AUS,LTU,0,0,0
2025,final,AUS,FRA,0,0,0
2025,final,AUS,NLD,0,0,0
2025,final,AUS,LVA,12,2,10
2025,final,AUS,ISL,0,0,0
2025,final,AUS,ARM,0,0,0
2025,final,AUS,LUX,0,0,0
2025,final,AUS,SMR,0,0,0
2025,final,AUS,PRT,0,0,0
2025,final,AUS,ESP,0,0,0
2025,final,AUS,MLT,13,5,8
2025,final,AUS,DNK,4,0,4
2025,final,AUS,CHE,1,0,1
2025,final,AUS,GBR,0,0,0
2025,final,AUT,ISR,7,7,0
2025,final,AUT,EST,11,8,3
2025,final,AUT,SWE,9,4,5
2025,final,AUT,AUT,0,0,0
2025,final,AUT,ALB,6,6,0
2025,final,AUT,UKR,0,0,0
2025,final,AUT,POL,5,5,0
2025,final,AUT,GRC,0,0,0
2025,final,AUT,FIN,14,2,12
2025,final,AUT,ITA,10,10,0
2025,final,AUT,DEU,12,12,0
2025,final,AUT,NOR,0,0,0
2025,final,AUT,LTU,0,0,0
2025,final,AUT,FRA,6,0,6
2025,final,AUT,NLD,5,3,2
2025,final,AUT,LVA,4,0,4
2025,final,AUT,ISL,1,1,0
2025,final,AUT,ARM,0,0,0
2025,final,AUT,LUX,1,0,1
2025,final,AUT,SMR,0,0,0
2025,final,AUT,PRT,0,0,0
2025,final,AUT,ESP,0,0,0
2025,final,AUT,MLT,10,0,10
2025,final,AUT,DNK,8,0,8
2025,final,AUT,CHE,0,0,0
2025,final,AUT,GBR,7,0,7
2025,final,AZE,ISR,24,12,12
2025,final,AZE,EST,15,8,7
2025,final,AZE,SWE,3,3,0
2025,final,AZE,AUT,10,10,0
2025,final,AZE,ALB,7,7,0
2025,final,AZE,UKR,12,4,8
2025,final,AZE,POL,4,0,4
2025,final,AZE,GRC,0,0,0
2025,final,AZE,FIN,5,5,0
2025,final,AZE,ITA,10,0,10
2025,final,AZE,DEU,2,0,2
2025,final,AZE,NOR,6,6,0
2025,final,AZE,LTU,0,0,0
2025,final,AZE,FRA,2,2,0
2025,final,AZE,NLD,3,0,3
2025,final,AZE,LVA,0,0,0
2025,final,AZE,ISL,0,0,0
2025,final,AZE,ARM,0,0,0
2025,final,AZE,LUX,0,0,0
2025,final,AZE,SMR,0,0,0
2025,final,AZE,PRT,6,0,6
2025,final,AZE,ESP,5,0,5
2025,final,AZE,MLT,1,1,0
2025,final,AZE,DNK,0,0,0
2025,final,AZE,CHE,1,0,1
2025,final,AZE,GBR,0,0,0
2025,final,BEL,ISR,12,12,0
2025,final,BEL,EST,12,2,10
2025,final,BEL,SWE,10,4,6
2025,final,BEL,AUT,15,3,12
2025,final,BEL,ALB,7,7,0
2025,final,BEL,UKR,0,0,0
2025,final,BEL,POL,12,10,2
2025,final,BEL,GRC,6,6,0
2025,final,BEL,FIN,4,0,4
2025,final,BEL,ITA,6,1,5
2025,final,BEL,DEU,1,0,1
2025,final,BEL,NOR,0,0,0
2025,final,BEL,LTU,0,0,0
2025,final,BEL,FRA,8,8,0
2025,final,BEL,NLD,8,5,3
2025,final,BEL,LVA,7,0,7
2025,final,BEL,ISL,0,0,0
2025,final,BEL,ARM,0,0,0
2025,final,BEL,LUX,0,0,0
2025,final,BEL,SMR,0,0,0
2025,final,BEL,PRT,0,0,0
2025,final,BEL,ESP,0,0,0
2025,final,BEL,MLT,0,0,0
2025,final,BEL,DNK,0,0,0
2025,final,BEL,CHE,8,0,8
2025,final,BEL,GBR,0,0,0
2025,final,HRV,ISR,6,0,6
2025,final,HRV,EST,17,12,5
2025,final,HRV,SWE,11,8,3
2025,final,HRV,AUT,15,5,10
2025,final,HRV,ALB,10,10,0
2025,final,HRV,UKR,4,2,2
2025,final,HRV,POL,0,0,0
2025,final,HRV,GRC,4,0,4
2025,final,HRV,FIN,7,7,0
2025,final,HRV,ITA,18,6,12
2025,final,HRV,DEU,3,3,0
2025,final,HRV,NOR,5,4,1
2025,final,HRV,LTU,0,0,0
2025,final,HRV,FRA,0,0,0
2025,final,HRV,NLD,0,0,0
2025,final,HRV,LVA,7,0,7
2025,final,HRV,ISL,1,1,0
2025,final,HRV,ARM,0,0,0
2025,final,HRV,LUX,0,0,0
2025,final,HRV,SMR,0,0,0
2025,final,HRV,PRT,0,0,0
2025,final,HRV,ESP,0,0,0
2025,final,HRV,MLT,0,0,0
2025,final,HRV,DNK,0,0,0
2025,final,HRV,CHE,8,0,8
2025,final,HRV,GBR,0,0,0
2025,final,CYP,ISR,15,10,5
2025,final,CYP,EST,7,7,0
2025,final,CYP,SWE,2,0,2
2025,final,CYP,AUT,13,6,7
2025,final,CYP,ALB,4,0,4
2025,final,CYP,UKR,8,8,0
2025,final,CYP,POL,4,4,0
2025,final,CYP,GRC,24,12,12
2025,final,CYP,FIN,0,0,0
2025,final,CYP,ITA,3,0,3
2025,final,CYP,DEU,0,0,0
2025,final,CYP,NOR,5,5,0
2025,final,CYP,LTU,0,0,0
2025,final,CYP,FRA,13,3,10
2025,final,CYP,NLD,9,1,8
2025,final,CYP,LVA,0,0,0
2025,final,CYP,ISL,0,0,0
2025,final,CYP,ARM,2,2,0
2025,final,CYP,LUX,0,0,0
2025,final,CYP,SMR,1,0,1
2025,final,CYP,PRT,0,0,0
2025,final,CYP,ESP,0,0,0
2025,final,CYP,MLT,0,0,0
2025,final,CYP,DNK,0,0,0
2025,final,CYP,CHE,6,0,6
2025,final,CYP,GBR,0,0,0
2025,final,CZE,ISR,10,10,0
2025,final,CZE,EST,6,6,0
2025,final,CZE,SWE,7,7,0
2025,final,CZE,AUT,4,4,0
2025,final,CZE,ALB,5,5,0
2025,final,CZE,UKR,12,12,0
2025,final,CZE,POL,8,8,0
2025,final,CZE,GRC,0,0,0
2025,final,CZE,FIN,3,3,0
2025,final,CZE,ITA,3,0,3
2025,final,CZE,DEU,13,1,12
2025,final,CZE,NOR,8,2,6
2025,final,CZE,LTU,5,0,5
2025,final,CZE,FRA,8,0,8
2025,final,CZE,NLD,7,0,7
2025,final,CZE,LVA,0,0,0
2025,final,CZE,ISL,0,0,0
2025,final,CZE,ARM,0,0,0
2025,final,CZE,LUX,0,0,0
2025,final,CZE,SMR,0,0,0
2025,final,CZE,PRT,4,0,4
2025,final,CZE,ESP,0,0,0
2025,final,CZE,MLT,2,0,2
2025,final,CZE,DNK,1,0,1
2025,final,CZE,CHE,0,0,0
2025,final,CZE,GBR,10,0,10
2025,final,DNK,ISR,11,8,3
2025,final,DNK,EST,6,6,0
2025,final,DNK,SWE,19,12,7
2025,final,DNK,AUT,8,3,5
2025,final,DNK,ALB,0,0,0
2025,final,DNK,UKR,6,4,2
2025,final,DNK,POL,7,7,0
2025,final,DNK,GRC,0,0,0
2025,final,DNK,FIN,11,5,6
2025,final,DNK,ITA,8,0,8
2025,final,DNK,DEU,1,1,0
2025,final,DNK,NOR,0,0,0
2025,final,DNK,LTU,2,2,0
2025,final,DNK,FRA,0,0,0
2025,final,DNK,NLD,0,0,0
2025,final,DNK,LVA,12,0,12
2025,final,DNK,ISL,10,10,0
2025,final,DNK,ARM,1,0,1
2025,final,DNK,LUX,0,0,0
2025,final,DNK,SMR,0,0,0
2025,final,DNK,PRT,0,0,0
2025,final,DNK,ESP,0,0,0
2025,final,DNK,MLT,0,0,0
2025,final,DNK,DNK,0,0,0
2025,final,DNK,CHE,10,0,10
2025,final,DNK,GBR,4,0,4
2025,final,EST,ISR,2,2,0
2025,final,EST,EST,0,0,0
2025,final,EST,SWE,20,12,8
2025,final,EST,AUT,7,0,7
2025,final,EST,ALB,0,0,0
2025,final,EST,UKR,6,6,0
2025,final,EST,POL,2,0,2
2025,final,EST,GRC,0,0,0
2025,final,EST,FIN,20,10,10
2025,final,EST,ITA,11,7,4
2025,final,EST,DEU,3,3,0
2025,final,EST,NOR,0,0,0
2025,final,EST,LTU,1,1,0
2025,final,EST,FRA,6,0,6
2025,final,EST,NLD,5,4,1
2025,final,EST,LVA,11,8,3
2025,final,EST,ISL,5,5,0
2025,final,EST,ARM,0,0,0
2025,final,EST,LUX,0,0,0
2025,final,EST,SMR,0,0,0
2025,final,EST,PRT,0,0,0
2025,final,EST,ESP,0,0,0
2025,final,EST,MLT,0,0,0
2025,final,EST,DNK,0,0,0
2025,final,EST,CHE,12,0,12
2025,final,EST,GBR,5,0,5
2025,final,FIN,ISR,12,10,2
2025,final,FIN,EST,12,8,4
2025,final,FIN,SWE,22,12,10
2025,final,FIN,AUT,19,7,12
2025,final,FIN,ALB,4,4,0
2025,final,FIN,UKR,2,2,0
2025,final,FIN,POL,0,0,0
2025,final,FIN,GRC,3,0,3
2025,final,FIN,FIN,0,0,0
2025,final,FIN,ITA,0,0,0
2025,final,FIN,DEU,6,5,1
2025,final,FIN,NOR,0,0,0
2025,final,FIN,LTU,1,1,0
2025,final,FIN,FRA,8,0,8
2025,final,FIN,NLD,0,0,0
2025,final,FIN,LVA,3,3,0
2025,final,FIN,ISL,6,6,0
2025,final,FIN,ARM,0,0,0
2025,final,FIN,LUX,0,0,0
2025,final,FIN,SMR,0,0,0
2025,final,FIN,PRT,0,0,0
2025,final,FIN,ESP,0,0,0
2025,final,FIN,MLT,7,0,7
2025,final,FIN,DNK,0,0,0
2025,final,FIN,CHE,6,0,6
2025,final,FIN,GBR,5,0,5
2025,final,FRA,ISR,19,12,7
2025,final,FRA,EST,0,0,0
2025,final,FRA,SWE,0,0,0
2025,final,FRA,AUT,6,2,4
2025,final,FRA,ALB,22,10,12
2025,final,FRA,UKR,6,6,0
2025,final,FRA,POL,8,7,1
2025,final,FRA,GRC,12,4,8
2025,final,FRA,FIN,0,0,0
2025,final,FRA,ITA,9,3,6
2025,final,FRA,DEU,0,0,0
2025,final,FRA,NOR,0,0,0
2025,final,FRA,LTU,0,0,0
2025,final,FRA,FRA,0,0,0
2025,final,FRA,NLD,3,0,3
2025,final,FRA,LVA,0,0,0
2025,final,FRA,ISL,0,0,0
2025,final,FRA,ARM,18,8,10
2025,final,FRA,LUX,1,1,0
2025,final,FRA,SMR,0,0,0
2025,final,FRA,PRT,5,5,0
2025,final,FRA,ESP,5,0,5
2025,final,FRA,MLT,0,0,0
2025,final,FRA,DNK,0,0,0
2025,final,FRA,CHE,2,0,2
2025,final,FRA,GBR,0,0,0
2025,final,GEO,ISR,8,7,1
2025,final,GEO,EST,8,8,0
2025,final,GEO,SWE,1,1,0
2025,final,GEO,AUT,5,5,0
2025,final,GEO,ALB,3,3,0
2025,final,GEO,UKR,16,10,6
2025,final,GEO,POL,0,0,0
2025,final,GEO,GRC,5,0,5
2025,final,GEO,FIN,0,0,0
2025,final,GEO,ITA,12,0,12
2025,final,GEO,DEU,4,2,2
2025,final,GEO,NOR,4,4,0
2025,final,GEO,LTU,6,6,0
2025,final,GEO,FRA,0,0,0
2025,final,GEO,NLD,7,0,7
2025,final,GEO,LVA,8,0,8
2025,final,GEO,ISL,0,0,0
2025,final,GEO,ARM,15,12,3
2025,final,GEO,LUX,0,0,0
2025,final,GEO,SMR,0,0,0
2025,final,GEO,PRT,0,0,0
2025,final,GEO,ESP,0,0,0
2025,final,GEO,MLT,0,0,0
2025,final,GEO,DNK,10,0,10
2025,final,GEO,CHE,4,0,4
2025,final,GEO,GBR,0,0,0
2025,final,DEU,ISR,15,12,3
2025,final,DEU,EST,4,4,0
2025,final,DEU,SWE,9,5,4
2025,final,DEU,AUT,18,6,12
2025,final,DEU,ALB,8,8,0
2025,final,DEU,UKR,3,3,0
2025,final,DEU,POL,9,7,2
2025,final,DEU,GRC,16,10,6
2025,final,DEU,FIN,0,0,0
2025,final,DEU,ITA,7,2,5
2025,final,DEU,DEU,0,0,0
2025,final,DEU,NOR,1,0,1
2025,final,DEU,LTU,0,0,0
2025,final,DEU,FRA,10,0,10
2025,final,DEU,NLD,0,0,0
2025,final,DEU,LVA,0,0,0
2025,final,DEU,ISL,1,1,0
2025,final,DEU,ARM,0,0,0
2025,final,DEU,LUX,0,0,0
2025,final,DEU,SMR,0,0,0
2025,final,DEU,PRT,0,0,0
2025,final,DEU,ESP,0,0,0
2025,final,DEU,MLT,8,0,8
2025,final,DEU,DNK,0,0,0
2025,final,DEU,CHE,7,0,7
2025,final,DEU,GBR,0,0,0
2025,final,GRC,ISR,8,7,1
2025,final,GRC,EST,8,8,0
2025,final,GRC,SWE,8,1,7
2025,final,GRC,AUT,20,10,10
2025,final,GRC,ALB,14,12,2
2025,final,GRC,UKR,0,0,0
2025,final,GRC,POL,0,0,0
2025,final,GRC,GRC,0,0,0
2025,final,GRC,FIN,0,0,0
2025,final,GRC,ITA,4,0,4
2025,final,GRC,DEU,8,3,5
2025,final,GRC,NOR,4,4,0
2025,final,GRC,LTU,0,0,0
2025,final,GRC,FRA,17,5,12
2025,final,GRC,NLD,14,6,8
2025,final,GRC,LVA,0,0,0
2025,final,GRC,ISL,0,0,0
2025,final,GRC,ARM,5,2,3
2025,final,GRC,LUX,0,0,0
2025,final,GRC,SMR,0,0,0
2025,final,GRC,PRT,0,0,0
2025,final,GRC,ESP,0,0,0
2025,final,GRC,MLT,0,0,0
2025,final,GRC,DNK,0,0,0
2025,final,GRC,CHE,6,0,6
2025,final,GRC,GBR,0,0,0
2025,final,ISL,ISR,4,4,0
2025,final,ISL,EST,10,7,3
2025,final,ISL,SWE,22,10,12
2025,final,ISL,AUT,11,3,8
2025,final,ISL,ALB,0,0,0
2025,final,ISL,UKR,0,0,0
2025,final,ISL,POL,12,12,0
2025,final,ISL,GRC,0,0,0
2025,final,ISL,FIN,6,5,1
2025,final,ISL,ITA,2,0,2
2025,final,ISL,DEU,1,1,0
2025,final,ISL,NOR,14,8,6
2025,final,ISL,LTU,0,0,0
2025,final,ISL,FRA,4,0,4
2025,final,ISL,NLD,16,6,10
2025,final,ISL,LVA,0,0,0
2025,final,ISL,ISL,0,0,0
2025,final,ISL,ARM,0,0,0
2025,final,ISL,LUX,0,0,0
2025,final,ISL,SMR,0,0,0
2025,final,ISL,PRT,0,0,0
2025,final,ISL,ESP,0,0,0
2025,final,ISL,MLT,0,0,0
2025,final,ISL,DNK,2,2,0
2025,final,ISL,CHE,7,0,7
2025,final,ISL,GBR,5,0,5
2025,final,IRL,ISR,17,10,7
2025,final,IRL,EST,6,6,0
2025,final,IRL,SWE,7,2,5
2025,final,IRL,AUT,16,4,12
2025,final,IRL,ALB,0,0,0
2025,final,IRL,UKR,7,7,0
2025,final,IRL,POL,12,12,0
2025,final,IRL,GRC,3,0,3
2025,final,IRL,FIN,9,5,4
2025,final,IRL,ITA,0,0,0
2025,final,IRL,DEU,0,0,0
2025,final,IRL,NOR,0,0,0
2025,final,IRL,LTU,8,8,0
2025,final,IRL,FRA,8,0,8
2025,final,IRL,NLD,10,0,10
2025,final,IRL,LVA,3,3,0
2025,final,IRL,ISL,0,0,0
2025,final,IRL,ARM,1,0,1
2025,final,IRL,LUX,0,0,0
2025,final,IRL,SMR,0,0,0
2025,final,IRL,PRT,0,0,0
2025,final,IRL,ESP,1,1,0
2025,final,IRL,MLT,6,0,6
2025,final,IRL,DNK,0,0,0
2025,final,IRL,CHE,0,0,0
2025,final,IRL,GBR,2,0,2
2025,final,ISR,ISR,0,0,0
2025,final,ISR,EST,10,10,0
2025,final,ISR,SWE,2,2,0
2025,final,ISR,AUT,14,8,6
2025,final,ISR,ALB,0,0,0
2025,final,ISR,UKR,16,12,4
2025,final,ISR,POL,1,0,1
2025,final,ISR,GRC,19,7,12
2025,final,ISR,FIN,1,1,0
2025,final,ISR,ITA,3,0,3
2025,final,ISR,DEU,15,5,10
2025,final,ISR,NOR,0,0,0
2025,final,ISR,LTU,0,0,0
2025,final,ISR,FRA,4,4,0
2025,final,ISR,NLD,0,0,0
2025,final,ISR,LVA,7,0,7
2025,final,ISR,ISL,0,0,0
2025,final,ISR,ARM,11,6,5
2025,final,ISR,LUX,5,3,2
2025,final,ISR,SMR,0,0,0
2025,final,ISR,PRT,0,0,0
2025,final,ISR,ESP,0,0,0
2025,final,ISR,MLT,8,0,8
2025,final,ISR,DNK,0,0,0
2025,final,ISR,CHE,0,0,0
2025,final,ISR,GBR,0,0,0
2025,final,ITA,ISR,8,8,0
2025,final,ITA,EST,17,7,10
2025,final,ITA,SWE,5,5,0
2025,final,ITA,AUT,4,4,0
2025,final,ITA,ALB,13,10,3
2025,final,ITA,UKR,8,6,2
2025,final,ITA,POL,3,3,0
2025,final,ITA,GRC,2,2,0
2025,final,ITA,FIN,1,0,1
2025,final,ITA,ITA,0,0,0
2025,final,ITA,DEU,8,0,8
2025,final,ITA,NOR,1,1,0
2025,final,ITA,LTU,0,0,0
2025,final,ITA,FRA,0,0,0
2025,final,ITA,NLD,0,0,0
2025,final,ITA,LVA,0,0,0
2025,final,ITA,ISL,0,0,0
2025,final,ITA,ARM,0,0,0
2025,final,ITA,LUX,0,0,0
2025,final,ITA,SMR,18,12,6
2025,final,ITA,PRT,0,0,0
2025,final,ITA,ESP,0,0,0
2025,final,ITA,MLT,5,0,5
2025,final,ITA,DNK,7,0,7
2025,final,ITA,CHE,4,0,4
2025,final,ITA,GBR,12,0,12
2025,final,LVA,ISR,7,7,0
2025,final,LVA,EST,13,12,1
2025,final,LVA,SWE,8,8,0
2025,final,LVA,AUT,16,4,12
2025,final,LVA,ALB,0,0,0
2025,final,LVA,UKR,6,6,0
2025,final,LVA,POL,0,0,0
2025,final,LVA,GRC,0,0,0
2025,final,LVA,FIN,13,3,10
2025,final,LVA,ITA,2,2,0
2025,final,LVA,DEU,7,5,2
2025,final,LVA,NOR,1,1,0
2025,final,LVA,LTU,17,10,7
2025,final,LVA,FRA,6,0,6
2025,final,LVA,NLD,0,0,0
2025,final,LVA,LVA,0,0,0
2025,final,LVA,ISL,0,0,0
2025,final,LVA,ARM,4,0,4
2025,final,LVA,LUX,3,0,3
2025,final,LVA,SMR,0,0,0
2025,final,LVA,PRT,0,0,0
2025,final,LVA,ESP,0,0,0
2025,final,LVA,MLT,5,0,5
2025,final,LVA,DNK,0,0,0
2025,final,LVA,CHE,8,0,8
2025,final,LVA,GBR,0,0,0
2025,final,LTU,ISR,3,3,0
2025,final,LTU,EST,17,10,7
2025,final,LTU,SWE,5,4,1
2025,final,LTU,AUT,9,5,4
2025,final,LTU,ALB,0,0,0
